Age,Arrival Service,Booking Services,Immediate Transfer,Lounge Service,Check-in Service,Boarding Service,Layover Service,Onboard Services,Baggage Service,Immigration Security,Call Center Service,Departure Delay,Arrival Delay,Total Delay,Age_log,Arrival Delay_log,Gender_Male,Customer Type_disloyal Customer,Type of Travel_Personal Travel,Class_Eco,Class_Leisure,Satisfaction_Satisfied
57,2,2,4,5,1,3,2,1,5,1,4,0,0.0,0.0,4.060443010546419,0.0,True,False,False,True,False,True
22,5,2,3,1,2,5,5,5,4,5,3,0,0.0,0.0,3.1354942159291497,0.0,False,False,False,False,False,True
48,3,5,1,1,2,4,5,5,3,1,5,0,3.0,3.0,3.8918202981106265,1.3862943611198906,False,False,False,False,False,True
32,2,3,5,2,2,5,1,2,1,3,5,2,0.0,2.0,3.4965075614664802,0.0,False,False,False,False,False,True
50,2,5,2,4,1,3,5,3,2,5,1,5,21.0,26.0,3.9318256327243257,3.091042453358316,False,False,False,False,False,True
27,1,1,1,5,4,3,5,4,3,1,3,50,49.0,99.0,3.332204510175204,3.912023005428146,True,False,True,True,False,False
37,5,4,1,2,3,5,1,1,2,1,4,22,15.0,37.0,3.6375861597263857,2.772588722239781,False,True,False,True,False,False
28,2,1,3,5,5,5,3,4,5,4,3,0,0.0,0.0,3.367295829986474,0.0,False,False,False,False,False,True
23,5,2,3,3,1,4,1,1,2,1,5,0,0.0,0.0,3.1780538303479458,0.0,False,True,False,True,False,True
42,1,5,2,3,4,3,5,1,2,1,5,1,0.0,1.0,3.7612001156935624,0.0,True,False,False,False,False,True
41,5,1,5,1,2,5,3,3,1,2,5,17,3.0,20.0,3.7376696182833684,1.3862943611198906,False,False,True,False,True,False
48,1,1,4,2,3,1,1,2,2,5,2,0,0.0,0.0,3.8918202981106265,0.0,True,False,False,False,False,True
54,1,1,5,1,5,5,1,3,5,5,3,0,0.0,0.0,4.007333185232471,0.0,True,False,False,False,False,True
43,4,2,5,1,5,3,1,4,1,3,3,0,6.0,6.0,3.784189633918261,1.9459101490553132,False,False,False,False,False,True
25,5,2,1,1,1,1,5,4,2,2,1,61,89.0,150.0,3.258096538021482,4.499809670330265,False,True,False,True,False,False
49,3,2,2,3,2,1,2,1,1,1,3,0,0.0,0.0,3.912023005428146,0.0,True,False,False,True,False,True
48,4,1,1,1,2,1,1,2,2,1,4,6,0.0,6.0,3.8918202981106265,0.0,True,False,False,True,False,True
47,1,4,3,1,3,4,3,5,4,2,2,0,0.0,0.0,3.871201010907891,0.0,False,False,False,False,False,True
42,3,5,4,1,5,5,5,5,3,3,1,0,21.0,21.0,3.7612001156935624,3.091042453358316,False,False,False,True,False,True
51,2,5,2,1,1,1,3,2,1,3,1,0,0.0,0.0,3.9512437185814275,0.0,True,False,True,True,False,True
43,2,2,2,2,2,4,2,1,3,3,3,49,37.0,86.0,3.784189633918261,3.6375861597263857,False,False,False,False,False,True
48,4,1,5,5,5,3,3,5,4,1,1,0,0.0,0.0,3.8918202981106265,0.0,False,False,False,False,False,True
38,3,4,1,2,5,1,1,1,1,3,4,31,13.91689653,44.91689653,3.6635616461296463,2.7024945657664268,False,False,False,True,False,True
17,5,3,5,4,4,5,3,3,3,3,5,0,0.0,0.0,2.8903717578961645,0.0,False,False,False,False,False,True
37,3,2,5,2,3,1,3,4,5,3,2,0,0.0,0.0,3.6375861597263857,0.0,True,True,False,True,False,True
21,4,3,2,4,2,3,5,2,3,1,5,0,0.0,0.0,3.091042453358316,0.0,False,True,False,True,False,True
29,5,5,4,3,4,3,3,3,4,1,2,0,0.0,0.0,3.4011973816621555,0.0,True,False,False,False,False,True
44,5,5,3,5,3,1,4,5,4,1,3,43,95.0,138.0,3.8066624897703196,4.564348191467836,False,False,False,True,False,False
44,2,4,5,1,4,5,4,3,5,2,2,7,0.0,7.0,3.8066624897703196,0.0,False,False,False,False,False,True
39,3,4,4,4,2,4,5,3,1,4,4,0,0.0,0.0,3.6888794541139363,0.0,True,False,False,False,False,True
43,5,3,5,3,1,1,4,5,3,3,5,0,0.0,0.0,3.784189633918261,0.0,False,False,False,False,False,True
47,4,5,4,5,4,3,5,3,4,4,4,63,32.0,95.0,3.871201010907891,3.4965075614664802,True,False,False,False,False,True
43,2,4,1,4,4,4,3,2,4,3,5,4,1.0,5.0,3.784189633918261,0.6931471805599453,False,False,False,False,False,True
57,5,4,3,3,5,5,5,5,4,2,3,6,0.0,6.0,4.060443010546419,0.0,False,False,True,True,False,False
60,3,5,2,1,2,1,4,5,1,4,1,0,0.0,0.0,4.110873864173311,0.0,True,False,False,False,False,True
12,2,5,1,3,4,3,1,1,3,2,1,0,0.0,0.0,2.5649493574615367,0.0,True,False,True,True,False,True
44,3,1,5,3,1,4,1,5,2,1,3,0,19.0,19.0,3.8066624897703196,2.995732273553991,True,False,False,True,False,True
15,3,4,5,1,4,2,4,5,1,2,4,0,12.0,12.0,2.772588722239781,2.5649493574615367,True,False,True,True,False,False
60,3,3,3,4,3,4,1,4,2,1,5,0,0.0,0.0,4.110873864173311,0.0,False,False,False,True,False,True
41,2,2,3,3,1,3,5,1,4,4,1,0,0.0,0.0,3.7376696182833684,0.0,True,False,False,True,False,True
44,5,2,3,1,1,3,4,2,3,1,5,0,0.0,0.0,3.8066624897703196,0.0,False,False,True,False,False,True
67,1,5,5,4,4,2,2,3,5,1,3,0,0.0,0.0,4.219507705176107,0.0,False,False,True,True,False,False
66,5,3,5,1,4,2,3,4,3,3,1,48,38.0,86.0,4.204692619390966,3.6635616461296463,True,False,True,True,False,False
39,2,1,2,2,5,2,2,1,5,3,5,25,23.0,48.0,3.6888794541139363,3.1780538303479458,True,False,False,False,False,True
59,1,4,3,4,2,5,5,5,3,1,1,3,0.0,3.0,4.0943445622221,0.0,False,False,False,False,False,True
12,1,1,4,2,5,3,4,5,3,4,4,0,0.0,0.0,2.5649493574615367,0.0,False,False,True,False,False,True
25,1,3,2,3,3,1,3,1,2,4,5,5,0.0,5.0,3.258096538021482,0.0,False,False,False,False,False,True
56,4,1,4,3,2,5,2,1,5,2,1,3,0.0,3.0,4.04305126783455,0.0,True,False,False,False,False,True
43,2,5,1,3,5,3,5,4,5,5,5,0,0.0,0.0,3.784189633918261,0.0,True,False,False,True,False,True
27,4,2,3,4,5,4,5,4,5,1,1,36,22.0,58.0,3.332204510175204,3.1354942159291497,False,True,False,True,False,False
22,1,5,2,5,4,2,1,4,3,3,4,0,0.0,0.0,3.1354942159291497,0.0,True,False,False,False,True,True
55,4,4,2,4,5,4,3,1,2,4,5,0,0.0,0.0,4.02535169073515,0.0,True,False,False,False,False,True
33,4,5,1,4,4,1,3,1,2,4,5,0,0.0,0.0,3.5263605246161616,0.0,False,False,False,False,False,True
60,2,3,1,5,1,5,2,4,3,4,5,0,0.0,0.0,4.110873864173311,0.0,False,False,True,True,False,False
45,3,3,1,4,2,4,3,4,1,4,3,0,0.0,0.0,3.828641396489095,0.0,True,False,False,False,True,True
43,4,4,2,2,4,1,2,1,4,4,1,0,0.0,0.0,3.784189633918261,0.0,False,True,False,False,False,True
40,4,4,5,5,5,4,4,5,3,2,2,0,0.0,0.0,3.713572066704308,0.0,False,False,False,False,False,True
58,1,2,4,5,4,3,4,4,1,5,4,0,0.0,0.0,4.07753744390572,0.0,True,False,False,False,False,True
46,1,1,4,2,1,4,4,4,5,1,5,0,0.0,0.0,3.8501476017100584,0.0,True,False,False,False,False,True
55,1,2,1,5,3,2,2,1,3,5,3,0,0.0,0.0,4.02535169073515,0.0,False,False,False,False,False,True
42,5,5,5,5,3,2,2,2,4,1,5,0,0.0,0.0,3.7612001156935624,0.0,True,False,False,False,False,True
48,4,1,5,2,1,3,4,2,2,4,1,0,0.0,0.0,3.8918202981106265,0.0,False,False,False,False,False,True
27,1,4,1,1,5,5,4,4,4,2,3,0,0.0,0.0,3.332204510175204,0.0,False,False,False,True,False,True
62,2,3,3,1,2,2,3,3,4,3,3,0,0.0,0.0,4.143134726391533,0.0,True,False,True,True,False,False
16,5,5,2,1,2,4,3,2,2,4,1,0,0.0,0.0,2.833213344056216,0.0,False,False,False,False,False,False
77,3,2,3,2,4,2,2,4,3,5,2,3,0.0,3.0,4.356708826689592,0.0,False,True,False,True,False,False
51,4,4,5,3,3,3,1,3,4,1,1,85,75.0,160.0,3.9512437185814275,4.330733340286331,False,False,False,True,False,True
40,4,1,1,4,1,5,1,1,4,4,1,16,0.0,16.0,3.713572066704308,0.0,False,False,False,False,False,True
38,2,1,2,5,5,3,3,3,2,3,2,0,0.0,0.0,3.6635616461296463,0.0,False,True,False,True,False,False
31,3,3,4,2,1,4,5,4,3,4,4,0,0.0,0.0,3.4657359027997265,0.0,True,False,True,False,False,False
25,3,4,5,4,3,2,1,2,3,5,4,14,1.0,15.0,3.258096538021482,0.6931471805599453,False,True,False,False,False,True
26,5,4,2,2,1,4,2,2,5,2,5,0,0.0,0.0,3.295836866004329,0.0,True,False,False,False,False,True
26,4,5,2,5,1,2,5,1,2,5,1,0,0.0,0.0,3.295836866004329,0.0,True,False,False,False,False,True
23,1,5,3,3,1,2,2,2,1,3,2,44,36.0,80.0,3.1780538303479458,3.6109179126442243,True,True,False,False,False,True
46,2,1,4,2,4,1,3,5,3,1,5,0,0.0,0.0,3.8501476017100584,0.0,True,False,False,False,False,True
52,2,2,3,4,5,3,2,2,1,1,1,0,20.0,20.0,3.970291913552122,3.044522437723423,True,False,False,True,False,False
43,2,1,3,4,2,1,1,3,5,3,1,0,0.0,0.0,3.784189633918261,0.0,True,False,False,False,False,True
21,2,5,3,5,5,4,4,2,4,2,5,64,46.0,110.0,3.091042453358316,3.8501476017100584,True,False,False,False,False,True
37,1,5,3,1,3,4,2,3,4,1,3,1,16.0,17.0,3.6375861597263857,2.833213344056216,True,True,False,False,False,False
17,1,5,5,5,2,5,1,5,3,4,3,17,4.0,21.0,2.8903717578961645,1.6094379124341003,False,True,False,False,False,True
39,5,1,4,5,4,2,4,1,2,4,4,0,0.0,0.0,3.6888794541139363,0.0,True,False,False,False,False,True
61,4,4,3,1,2,1,2,5,5,1,3,0,0.0,0.0,4.127134385045092,0.0,False,False,False,False,False,True
48,1,2,5,3,2,5,5,4,5,3,1,0,0.0,0.0,3.8918202981106265,0.0,False,False,False,False,False,True
65,5,2,5,2,2,1,2,3,1,3,2,0,0.0,0.0,4.189654742026425,0.0,True,False,True,True,False,False
41,3,5,2,4,1,4,2,1,1,5,2,6,0.0,6.0,3.7376696182833684,0.0,False,False,False,True,False,True
46,4,3,2,2,3,5,2,5,5,4,4,0,0.0,0.0,3.8501476017100584,0.0,True,False,False,False,False,True
61,1,1,1,2,4,3,5,1,5,1,3,0,0.0,0.0,4.127134385045092,0.0,True,False,True,False,True,False
25,3,4,5,4,3,5,2,4,4,4,3,0,0.0,0.0,3.258096538021482,0.0,True,True,False,True,False,False
40,5,5,1,1,1,2,5,4,5,2,3,0,0.0,0.0,3.713572066704308,0.0,True,False,False,False,False,True
29,1,3,5,4,4,4,2,5,4,3,5,0,0.0,0.0,3.4011973816621555,0.0,False,False,False,True,False,True
47,1,5,3,1,1,3,4,3,1,2,5,13,4.0,17.0,3.871201010907891,1.6094379124341003,False,False,False,False,False,True
22,3,3,3,1,4,4,4,5,5,3,4,0,0.0,0.0,3.1354942159291497,0.0,True,True,False,True,False,True
18,1,2,1,5,4,2,5,2,3,3,3,7,0.0,7.0,2.9444389791664403,0.0,False,False,True,False,False,True
36,2,3,3,3,5,4,4,4,2,2,5,54,29.0,83.0,3.6109179126442243,3.4011973816621555,True,False,False,False,False,False
54,1,2,3,5,1,3,2,1,4,4,3,0,0.0,0.0,4.007333185232471,0.0,False,False,False,False,False,True
40,4,2,2,3,3,5,1,1,5,4,3,38,29.0,67.0,3.713572066704308,3.4011973816621555,True,False,False,False,False,False
38,3,1,3,1,1,5,1,4,2,5,2,0,26.0,26.0,3.6635616461296463,3.295836866004329,True,True,False,False,False,False
31,4,3,2,5,1,5,2,1,1,1,5,0,0.0,0.0,3.4657359027997265,0.0,False,False,True,True,False,False
30,5,4,4,2,1,3,4,3,3,2,5,11,0.0,11.0,3.4339872044851463,0.0,True,True,False,False,False,False
45,4,4,5,4,5,5,3,5,5,4,5,21,16.0,37.0,3.828641396489095,2.833213344056216,False,True,False,True,False,True
53,2,3,2,4,5,1,1,5,5,2,1,55,70.0,125.0,3.9889840465642745,4.2626798770413155,False,False,False,False,False,True
50,2,1,2,4,5,1,4,2,1,1,3,0,0.0,0.0,3.9318256327243257,0.0,False,False,False,False,False,True
44,4,4,2,3,5,5,5,2,1,2,2,0,0.0,0.0,3.8066624897703196,0.0,True,True,False,False,False,False
63,5,5,5,4,1,2,4,1,4,4,3,4,0.0,4.0,4.1588830833596715,0.0,False,False,False,False,False,False
59,1,4,5,3,3,3,1,1,5,1,2,1,0.0,1.0,4.0943445622221,0.0,True,False,False,False,False,True
25,2,1,5,3,2,2,3,4,5,4,2,0,1.0,1.0,3.258096538021482,0.6931471805599453,False,True,False,True,False,False
28,4,2,3,3,1,4,3,2,3,4,5,0,0.0,0.0,3.367295829986474,0.0,True,False,False,True,False,True
57,4,2,2,2,3,2,1,2,4,3,1,18,15.0,33.0,4.060443010546419,2.772588722239781,True,False,False,False,False,True
54,4,2,5,1,2,2,2,3,3,5,1,5,0.0,5.0,4.007333185232471,0.0,False,False,False,False,False,True
31,1,1,4,2,2,2,1,5,4,4,5,19,29.0,48.0,3.4657359027997265,3.4011973816621555,True,False,False,False,False,True
45,3,2,5,1,5,5,5,1,5,5,3,17,9.0,26.0,3.828641396489095,2.302585092994046,False,False,False,False,False,True
35,5,2,1,2,2,4,4,4,4,3,1,0,0.0,0.0,3.58351893845611,0.0,True,False,False,True,False,True
47,3,1,1,3,3,4,1,2,5,4,1,10,11.0,21.0,3.871201010907891,2.4849066497880004,False,False,False,False,True,False
24,5,5,2,1,5,5,5,4,2,2,5,56,53.0,109.0,3.2188758248682006,3.9889840465642745,False,False,False,True,False,True
36,5,4,2,4,1,1,2,2,2,5,1,40,21.0,61.0,3.6109179126442243,3.091042453358316,False,True,False,True,False,False
52,4,1,2,2,1,1,3,3,4,4,1,0,0.0,0.0,3.970291913552122,0.0,True,False,False,False,False,True
35,2,1,3,1,5,4,2,2,1,1,5,3,0.0,3.0,3.58351893845611,0.0,True,False,False,False,True,True
24,4,3,1,4,5,3,1,1,2,2,2,8,0.0,8.0,3.2188758248682006,0.0,False,True,False,False,False,True
27,1,2,1,5,2,5,3,1,5,2,3,0,0.0,0.0,3.332204510175204,0.0,True,False,False,False,False,True
43,5,5,2,3,2,2,4,3,4,1,4,0,11.0,11.0,3.784189633918261,2.4849066497880004,False,False,True,True,False,True
20,2,3,1,2,3,3,1,5,5,5,1,83,70.0,153.0,3.044522437723423,4.2626798770413155,True,True,False,True,False,False
44,5,5,1,2,5,1,3,4,2,2,5,49,98.0,147.0,3.8066624897703196,4.59511985013459,True,False,False,False,True,False
36,5,2,3,5,1,4,1,3,2,2,4,4,27.0,31.0,3.6109179126442243,3.332204510175204,False,True,False,False,True,False
50,4,2,4,1,3,1,4,1,5,5,3,45,26.0,71.0,3.9318256327243257,3.295836866004329,True,False,False,False,False,True
49,2,2,2,2,1,4,1,5,1,4,1,17,33.0,50.0,3.912023005428146,3.5263605246161616,True,False,False,False,False,True
21,2,4,4,2,1,5,5,3,4,3,5,15,18.0,33.0,3.091042453358316,2.9444389791664403,True,True,False,True,False,False
54,5,5,4,2,3,4,2,3,3,1,2,0,0.0,0.0,4.007333185232471,0.0,False,False,False,False,False,True
57,2,5,3,2,1,3,1,1,3,2,5,73,99.0,172.0,4.060443010546419,4.605170185988092,True,False,False,False,False,True
20,2,3,1,5,5,3,5,2,5,5,5,0,0.0,0.0,3.044522437723423,0.0,True,False,True,True,False,False
55,4,1,2,3,5,3,5,2,2,4,5,0,0.0,0.0,4.02535169073515,0.0,False,False,False,False,False,True
48,3,2,5,2,3,3,1,5,3,4,5,0,0.0,0.0,3.8918202981106265,0.0,True,False,True,True,False,False
52,1,2,4,5,1,2,3,3,5,1,1,0,0.0,0.0,3.970291913552122,0.0,False,False,False,False,False,True
57,3,3,4,4,1,1,3,5,4,4,5,0,0.0,0.0,4.060443010546419,0.0,True,False,False,False,False,True
9,2,5,3,2,2,5,2,3,4,3,5,31,99.0,130.0,2.302585092994046,4.605170185988092,True,False,False,False,True,False
30,5,4,4,1,4,5,3,5,4,4,2,0,0.0,0.0,3.4339872044851463,0.0,False,False,False,False,False,True
59,1,5,4,5,3,5,4,1,1,4,3,0,0.0,0.0,4.0943445622221,0.0,False,False,False,False,False,True
58,1,4,4,1,1,1,1,3,4,1,4,9,0.0,9.0,4.07753744390572,0.0,False,False,False,False,False,True
62,5,4,3,3,3,4,3,2,2,2,1,80,66.0,146.0,4.143134726391533,4.204692619390966,False,False,True,True,False,False
52,1,5,1,4,2,5,4,1,4,1,1,45,37.0,82.0,3.970291913552122,3.6375861597263857,False,False,False,False,False,True
46,5,2,4,1,3,5,4,1,1,1,4,14,19.0,33.0,3.8501476017100584,2.995732273553991,False,True,False,False,False,True
44,1,4,2,2,5,2,5,5,5,4,3,0,0.0,0.0,3.8066624897703196,0.0,False,False,False,True,False,True
54,3,3,4,5,1,5,3,3,3,1,4,1,3.0,4.0,4.007333185232471,1.3862943611198906,True,False,False,False,False,True
26,1,3,4,4,2,5,2,2,1,3,3,0,0.0,0.0,3.295836866004329,0.0,False,True,False,True,False,False
60,4,4,2,5,5,4,4,2,5,3,5,0,0.0,0.0,4.110873864173311,0.0,True,False,False,False,False,True
52,5,2,3,4,4,5,3,3,3,4,1,0,0.0,0.0,3.970291913552122,0.0,False,False,False,False,False,True
42,1,4,5,1,4,5,1,5,4,3,5,50,38.0,88.0,3.7612001156935624,3.6635616461296463,False,False,False,False,False,True
24,5,3,2,3,3,1,2,3,5,3,2,34,34.0,68.0,3.2188758248682006,3.5553480614894135,False,True,False,True,False,False
47,4,3,5,5,1,2,3,4,3,3,3,9,17.0,26.0,3.871201010907891,2.8903717578961645,True,False,False,False,False,True
47,1,5,1,2,4,1,1,2,4,2,1,24,0.0,24.0,3.871201010907891,0.0,True,False,False,False,False,True
40,1,2,1,5,2,5,4,3,2,4,4,30,3.0,33.0,3.713572066704308,1.3862943611198906,False,True,False,False,False,True
34,4,5,4,3,1,2,4,2,2,3,4,0,0.0,0.0,3.5553480614894135,0.0,True,False,False,False,False,True
41,4,1,4,1,2,4,1,4,3,5,1,0,0.0,0.0,3.7376696182833684,0.0,True,False,True,True,False,True
20,4,4,3,2,2,1,3,4,2,1,4,0,0.0,0.0,3.044522437723423,0.0,True,False,True,True,False,True
50,5,5,5,2,2,4,4,3,2,3,4,23,45.0,68.0,3.9318256327243257,3.828641396489095,True,False,False,False,False,True
41,4,2,1,1,4,5,3,4,4,3,2,1,0.0,1.0,3.7376696182833684,0.0,True,False,False,False,False,True
41,5,4,1,5,3,5,4,2,4,3,3,0,0.0,0.0,3.7376696182833684,0.0,True,False,False,False,False,True
58,3,4,4,2,4,2,5,5,5,4,5,0,0.0,0.0,4.07753744390572,0.0,False,False,False,False,False,True
44,1,4,4,5,4,4,4,1,2,3,5,0,0.0,0.0,3.8066624897703196,0.0,True,False,False,False,False,True
27,1,4,3,5,3,5,4,1,3,1,2,27,61.0,88.0,3.332204510175204,4.127134385045092,False,False,True,True,False,False
49,2,4,4,1,5,4,5,1,2,5,1,0,2.0,2.0,3.912023005428146,1.0986122886681098,False,False,False,False,True,False
61,3,2,4,3,2,4,2,1,1,3,5,0,0.0,0.0,4.127134385045092,0.0,False,False,False,False,False,True
23,4,1,3,3,5,2,5,3,5,1,3,12,15.0,27.0,3.1780538303479458,2.772588722239781,True,False,False,False,False,True
27,4,3,4,5,2,2,2,5,1,2,4,0,0.0,0.0,3.332204510175204,0.0,False,False,False,False,False,True
39,3,1,4,1,5,5,4,4,4,2,2,0,0.0,0.0,3.6888794541139363,0.0,False,False,False,True,False,True
60,4,3,4,3,2,5,2,4,4,1,4,39,17.0,56.0,4.110873864173311,2.8903717578961645,False,False,False,False,False,True
47,2,5,5,5,3,4,1,3,2,5,3,0,0.0,0.0,3.871201010907891,0.0,True,False,False,False,False,True
52,5,4,1,2,3,1,1,5,3,5,1,0,0.0,0.0,3.970291913552122,0.0,False,False,False,False,False,False
48,1,5,2,2,3,5,1,5,2,2,5,32,2.0,34.0,3.8918202981106265,1.0986122886681098,False,True,False,True,False,False
17,3,5,1,4,1,4,5,2,1,1,3,6,0.0,6.0,2.8903717578961645,0.0,False,False,True,True,False,True
18,1,3,5,4,2,4,1,4,4,1,1,0,2.0,2.0,2.9444389791664403,1.0986122886681098,False,False,True,True,False,False
23,5,2,2,4,3,3,3,5,1,4,3,7,14.0,21.0,3.1780538303479458,2.70805020110221,True,True,False,True,False,False
44,3,4,1,3,5,3,1,5,3,2,3,0,0.0,0.0,3.8066624897703196,0.0,False,False,False,True,False,True
55,5,5,3,2,1,1,4,4,2,2,3,0,0.0,0.0,4.02535169073515,0.0,False,False,False,False,False,True
25,4,1,5,2,1,2,1,2,1,4,2,0,5.0,5.0,3.258096538021482,1.791759469228055,False,True,False,False,False,False
56,4,4,3,3,3,1,2,4,2,5,2,16,4.0,20.0,4.04305126783455,1.6094379124341003,False,False,False,False,False,True
37,4,2,3,2,4,1,4,5,1,3,3,60,51.0,111.0,3.6375861597263857,3.9512437185814275,False,False,False,False,False,True
39,5,4,1,2,3,5,4,4,5,3,4,14,0.0,14.0,3.6888794541139363,0.0,True,False,False,True,False,True
59,5,5,2,5,4,4,1,5,5,3,4,0,0.0,0.0,4.0943445622221,0.0,False,False,False,True,False,True
51,5,1,4,2,3,1,2,5,5,4,5,0,0.0,0.0,3.9512437185814275,0.0,True,False,False,True,False,True
40,1,5,4,5,2,2,4,1,2,2,1,30,52.0,82.0,3.713572066704308,3.970291913552122,False,False,False,True,False,False
11,5,2,5,4,5,4,4,3,1,3,1,4,16.0,20.0,2.4849066497880004,2.833213344056216,True,False,False,False,False,True
44,4,3,3,1,4,5,3,1,3,2,4,0,0.0,0.0,3.8066624897703196,0.0,True,True,False,True,False,False
48,2,1,5,5,4,3,5,3,4,5,4,0,0.0,0.0,3.8918202981106265,0.0,False,False,False,False,False,True
39,5,2,1,2,1,1,2,1,4,3,5,0,0.0,0.0,3.6888794541139363,0.0,True,False,True,False,False,False
57,2,2,3,4,4,4,1,4,3,4,2,0,0.0,0.0,4.060443010546419,0.0,False,False,False,False,False,True
43,4,5,4,1,2,3,4,5,4,3,3,20,12.0,32.0,3.784189633918261,2.5649493574615367,True,False,False,False,False,True
51,5,5,1,1,5,5,4,3,5,4,5,0,0.0,0.0,3.9512437185814275,0.0,True,False,False,False,False,True
53,1,5,1,4,4,2,5,1,1,4,4,0,0.0,0.0,3.9889840465642745,0.0,False,False,False,False,False,True
46,1,3,5,4,1,5,1,2,2,3,5,3,11.0,14.0,3.8501476017100584,2.4849066497880004,False,False,False,False,False,True
49,2,4,5,1,5,2,3,3,4,1,4,12,0.0,12.0,3.912023005428146,0.0,True,False,True,False,False,False
27,1,4,2,1,4,2,3,2,3,2,4,0,1.0,1.0,3.332204510175204,0.6931471805599453,False,False,False,False,False,True
47,1,5,4,2,2,2,2,5,2,3,5,0,13.91689653,13.91689653,3.871201010907891,2.7024945657664268,True,False,False,False,False,True
48,1,5,4,5,2,5,5,5,1,4,1,0,0.0,0.0,3.8918202981106265,0.0,False,False,True,True,False,False
38,4,3,5,5,5,1,5,5,2,3,4,10,8.0,18.0,3.6635616461296463,2.1972245773362196,False,False,False,False,False,False
44,1,4,4,1,1,3,4,5,2,4,2,32,19.0,51.0,3.8066624897703196,2.995732273553991,True,False,False,False,False,True
24,3,3,4,1,2,4,4,2,1,4,2,0,1.0,1.0,3.2188758248682006,0.6931471805599453,False,True,False,True,False,False
53,5,2,1,3,3,1,4,1,5,3,1,15,0.0,15.0,3.9889840465642745,0.0,True,False,False,False,False,True
53,1,4,3,1,3,1,4,2,1,5,3,0,0.0,0.0,3.9889840465642745,0.0,False,False,False,True,False,True
44,1,5,3,5,4,4,1,3,2,4,5,0,8.0,8.0,3.8066624897703196,2.1972245773362196,False,False,False,False,False,True
49,1,1,2,2,2,4,1,5,3,1,4,0,0.0,0.0,3.912023005428146,0.0,False,False,False,False,True,True
40,3,2,3,3,3,3,2,2,1,2,3,14,0.0,14.0,3.713572066704308,0.0,True,False,False,False,False,True
49,1,1,4,5,4,1,3,2,1,2,5,60,51.0,111.0,3.912023005428146,3.9512437185814275,True,False,False,False,False,True
26,1,3,1,2,4,3,2,2,5,3,4,0,0.0,0.0,3.295836866004329,0.0,True,True,False,True,False,False
53,5,3,3,3,4,1,4,5,4,4,5,12,5.0,17.0,3.9889840465642745,1.791759469228055,True,False,False,False,False,True
53,3,3,4,3,1,4,5,5,3,1,3,5,4.0,9.0,3.9889840465642745,1.6094379124341003,True,False,False,False,False,True
47,3,5,4,3,4,2,1,3,3,3,4,38,34.0,72.0,3.871201010907891,3.5553480614894135,False,False,False,False,False,True
59,1,3,5,3,1,3,1,4,4,5,5,0,3.0,3.0,4.0943445622221,1.3862943611198906,False,False,False,False,False,True
33,3,1,5,3,3,3,1,3,2,4,2,0,0.0,0.0,3.5263605246161616,0.0,True,False,False,False,False,True
23,2,2,3,3,4,2,1,1,3,4,5,14,11.0,25.0,3.1780538303479458,2.4849066497880004,True,False,False,False,False,True
29,3,5,5,4,3,1,5,5,4,3,1,0,0.0,0.0,3.4011973816621555,0.0,False,False,False,True,False,True
39,3,2,4,2,2,2,2,2,2,5,4,41,33.0,74.0,3.6888794541139363,3.5263605246161616,False,True,False,False,False,True
48,3,3,4,5,1,2,1,4,5,1,5,12,11.0,23.0,3.8918202981106265,2.4849066497880004,True,False,False,False,True,True
22,4,4,5,1,3,5,4,5,1,3,5,0,0.0,0.0,3.1354942159291497,0.0,True,True,False,False,False,True
59,4,5,1,5,4,1,4,2,3,5,1,13,18.0,31.0,4.0943445622221,2.9444389791664403,True,False,False,False,False,True
53,4,3,5,4,3,2,2,1,4,4,5,0,0.0,0.0,3.9889840465642745,0.0,False,False,True,True,False,False
52,3,5,1,4,4,2,2,5,2,4,4,0,0.0,0.0,3.970291913552122,0.0,True,False,True,True,False,False
41,2,4,5,3,5,5,2,4,4,4,5,14,25.0,39.0,3.7376696182833684,3.258096538021482,True,False,False,False,False,True
48,3,1,4,4,1,5,2,5,1,5,3,69,88.0,157.0,3.8918202981106265,4.48863636973214,True,False,False,False,False,True
13,1,1,4,5,2,5,5,4,1,4,2,0,0.0,0.0,2.6390573296152584,0.0,False,False,True,True,False,True
57,2,1,5,4,3,4,1,4,1,5,4,3,1.0,4.0,4.060443010546419,0.6931471805599453,True,True,False,True,False,False
21,4,4,2,5,3,3,5,4,2,4,2,1,0.0,1.0,3.091042453358316,0.0,False,False,False,False,False,False
27,5,2,1,3,5,5,5,3,4,2,5,6,0.0,6.0,3.332204510175204,0.0,False,False,False,False,False,True
38,2,4,2,3,4,1,1,1,4,4,4,0,0.0,0.0,3.6635616461296463,0.0,True,False,False,False,False,True
55,4,4,4,4,2,4,5,5,5,3,4,6,1.0,7.0,4.02535169073515,0.6931471805599453,False,False,False,False,False,True
44,2,3,1,1,4,3,2,5,3,5,2,0,0.0,0.0,3.8066624897703196,0.0,False,False,True,False,True,False
37,2,1,5,3,4,4,3,4,2,4,4,10,0.0,10.0,3.6375861597263857,0.0,False,False,False,False,False,False
69,3,5,1,2,3,5,4,2,5,2,3,8,14.0,22.0,4.248495242049359,2.70805020110221,True,False,False,False,False,True
26,1,2,1,2,3,2,2,4,1,5,5,0,0.0,0.0,3.295836866004329,0.0,True,True,False,True,False,False
